ID.mirna	logFC
rno-miR-540-3p	-0.0419682060491162
rno-miR-181c-3p	0.0415270644151509
rno-miR-33-3p	0.0413922707139243
rno-miR-3544	0.041385913157459
rno-miR-222-3p	-0.0410919728595029
rno-miR-450a-3p	-0.0410896279345012
rno-miR-1224	-0.0409322498979989
rno-miR-31a-3p	-0.0407020778367704
rno-miR-877	0.0405198876907527
rno-miR-24-3p	-0.0395936583920378
rno-miR-1839-5p	0.0395770280217409
rno-miR-191a-3p	0.0392766542874403
rno-miR-299a-5p	0.0392229926881322
rno-miR-325-5p	-0.0384856636895421
rno-miR-1839-3p	-0.038210255003591
rno-miR-541-3p	0.0382097339985519
rno-let-7b-5p	0.0379326251792662
rno-miR-191a-5p	-0.0372464067606728
rno-miR-106b-3p	0.0367595415405013
rno-miR-139-5p	-0.0367154125032698
rno-miR-376b-5p	0.0365233902250868
rno-miR-299b-5p	0.0363796447697737
rno-miR-27b-3p	-0.0361833255085777
rno-miR-1843b-5p	0.0356557941750015
rno-miR-92b-5p	-0.035362842632745
rno-miR-330-5p	-0.0353615942858223
rno-miR-23a-3p	0.0350333751771039
rno-miR-411-3p	-0.0348810889692448
rno-miR-361-5p	-0.0348505687565996
rno-miR-129-1-3p	-0.0348435074002342
rno-miR-129-2-3p	-0.0348435074002342
rno-miR-3559-3p	0.0345468321599656
rno-miR-450b-3p	0.0343351203533979
rno-miR-423-3p	-0.0340991712649057
rno-miR-409a-3p	0.0340592605192747
rno-miR-344i	0.033948058491613
rno-miR-409b	0.0338383378292004
rno-miR-668	-0.0333158422321134
rno-miR-296-3p	0.0332437689466447
rno-miR-125a-3p	0.0329392842301619
rno-miR-126b	-0.0326868220343872
rno-miR-92a-3p	-0.0325610777905965
rno-miR-137-5p	0.0323705711888911
rno-miR-21-5p	-0.0321978520963171
rno-miR-130b-5p	0.0321703863197218
rno-miR-872-5p	0.0308122760603009
rno-miR-433-5p	0.0305398870685085
rno-miR-532-5p	-0.0302820171846996
rno-miR-29c-5p	0.0296478380063405
rno-miR-154-3p	-0.0295569481743323
rno-miR-543-3p	-0.0293814101519239
rno-miR-1306-5p	-0.029131797239641
rno-miR-3085	0.0287239206741177
rno-miR-27b-5p	-0.0284616400864888
rno-miR-3068-5p	-0.0284424555839884
rno-let-7c-5p	0.0283131457398689
rno-miR-1843a-5p	0.0283073772710036
rno-miR-329-3p	0.0265817465940223
rno-miR-124-3p	-0.0259779840657384
rno-miR-9b-3p	-0.0259772537268468
rno-miR-125b-1-3p	0.0259274747959637
rno-miR-9a-5p	-0.0259160112288264
rno-let-7d-5p	-0.0257297554097526
rno-miR-3596b	-0.0257245296568627
rno-miR-664-3p	-0.0253527516946637
rno-let-7f-1-3p	-0.0248918705630485
rno-miR-450a-5p	0.0248456146153622
rno-miR-31a-5p	-0.024813190157424
rno-miR-362-3p	-0.0245315701823241
rno-miR-425-5p	-0.0244484782213128
rno-miR-185-5p	0.0243128588077113
rno-miR-27a-3p	0.0232743415762116
rno-miR-379-3p	-0.0229733520690125
rno-miR-410-3p	-0.0224721404803372
rno-miR-15b-5p	-0.0223949977717943
rno-miR-673-3p	0.0222968835908777
rno-miR-872-3p	-0.0221304192470591
rno-miR-532-3p	-0.0219651468401025
novel_99	-0.0217007002393874
rno-miR-128-3p	-0.02081143383041
rno-miR-26a-5p	0.020644871457975
rno-miR-340-5p	-0.0205501606330518
rno-miR-672-5p	0.0201439063709685
rno-miR-206-3p	0.0200876018164724
rno-miR-3596c	0.0200008142144643
rno-miR-376c-3p	-0.0199718309550736
rno-miR-93-3p	-0.0199183476767537
rno-let-7e-5p	0.0197924896078998
rno-miR-218b	0.0195727940426771
rno-let-7d-3p	0.0193173950887644
rno-miR-26b-3p	0.0192598283442411
rno-miR-3589	-0.0192279518864389
rno-miR-505-3p	-0.0192279518864389
rno-miR-3068-3p	-0.0189331642677111
rno-miR-7a-1-3p	0.0185278929560493
rno-let-7g-5p	0.0175782786221887
rno-miR-29a-5p	0.0167047462438843
rno-miR-195-5p	0.0166521196495246
rno-let-7i-3p	0.0166405917263663
rno-miR-320-3p	0.0163266382820915
rno-miR-500-3p	0.0162263853193405
rno-miR-106b-5p	-0.0159465288243492
rno-miR-326-3p	-0.0155237539983819
rno-miR-221-5p	-0.0153851482748273
rno-miR-674-3p	0.0144658734977003
rno-miR-369-5p	0.012516319700989
rno-miR-3578	0.0124210557292539
rno-miR-466b-2-3p	-0.0121306684950699
rno-miR-487b-5p	0.0108493628527873
rno-miR-425-3p	0.0104780850398543
rno-miR-485-3p	0.00999468564416794
rno-miR-132-5p	-0.00998626241114486
rno-miR-29c-3p	-0.00984349477472968
rno-miR-24-2-5p	-0.00916252981643595
rno-miR-3556b	-0.00906002366926373
rno-miR-361-3p	0.00895605444986103
rno-miR-409a-5p	0.00867745725881086
rno-miR-374-3p	-0.00830594008815133
rno-miR-667-5p	-0.00818272063991721
rno-miR-212-5p	0.00790337007273401
rno-miR-181d-5p	0.00770603648656021
rno-miR-433-3p	-0.00756337224899184
rno-miR-299a-3p	0.00724883817239785
rno-miR-138-2-3p	0.00516057536084347
rno-miR-30a-5p	0.00511899797598758
rno-miR-218a-5p	-0.00380450629089779
rno-miR-3102	-0.00379314106560269
rno-miR-497-5p	-0.00377381864824677
rno-miR-30c-1-3p	-0.00376989590700383
rno-miR-325-3p	-0.00346565241137675
rno-miR-376a-3p	0.00304042336272126
rno-miR-423-5p	0.00251609906790229
rno-miR-324-5p	0.00250687872998512
rno-miR-351-5p	0.00245736431641141
rno-miR-434-5p	-0.00235024150837582
rno-miR-127-3p	0.00196597013538735
rno-miR-487b-3p	0.00195827844166274
rno-miR-22-3p	-0.00178523191653746
rno-miR-337-5p	0.0017819373951049
rno-miR-598-3p	0.00145344095330202
rno-miR-142-3p	0.00134196926365426
rno-miR-499-5p	-0.00115832137778504
rno-miR-136-3p	0.000831067945547659
rno-miR-3594-3p	-0.000503998581763199
rno-miR-346	3.74130975853149e-05
rno-miR-222-5p	-2.84006485973265e-05
